,id,city,street,housenumber,levels
1209,42708988,,Новорогожская улица,10,17
1210,42708989,,Новорогожская улица,5,9
1211,42708992,,Большая Калитниковская улица,38,5
1212,42708993,,Малая Калитниковская улица,45,12
1213,42708997,,Нижегородская улица,13А,9
1214,42709007,,Новорогожская улица,8,17
1215,42709008,,Новорогожская улица,6 с1,17
1216,42709009,Москва,Рабочая улица,37,17
1217,42709011,,Новорогожская улица,4 с1,17
1218,42709012,,Новорогожская улица,14 к2,12
1219,42709014,,Новорогожская улица,14 к1,12
1220,42709016,,Рабочая улица,35 к2,3
1221,42709026,,площадь Рогожская Застава,2/1 с2,4
1222,42709028,,Международная улица,10 с1,6
1223,42709177,Москва,Абельмановская улица,6,17
1224,42709440,,Перовская улица,44 к2,5
1225,42709444,,Кусковская улица,17 к1,12
1226,42709445,,Кусковская улица,19 к2,5
1227,42709449,,Перовская улица,46 к5,5
1228,42709450,,Перовская улица,46 к4,5
1229,42709451,,Перовская улица,46 к3,5
1230,42709453,,Перовская улица,46 к2,5
1231,42709464,,2-я Владимирская улица,50 к1,5
1232,42709465,,2-я Владимирская улица,50 к2,5
1233,42709466,,Братская улица,3,5
1234,42709467,,2-я Владимирская улица,50 к3,5
1235,42709469,,Братская улица,7,5
1236,42709470,,Братская улица,9,5
1237,42766166,,Большая Андроньевская улица,22,1
1238,42766168,,Большая Андроньевская улица,25/33,12
1239,42774905,,Кусковская улица,1А,4
1240,42774906,,Кусковская улица,1А с4,5
1241,42774907,,Кусковская улица,5,22
1242,42774912,,Мастеровая улица,6 к2,12
1243,42774913,,Мастеровая улица,6 к1,12
1244,42774914,,Мастеровая улица,8,16
1245,42774916,,Перовская улица,4 к2,12
1246,42774918,,Перовская улица,6 к2,12
1247,42774920,,Перовская улица,8 к2,12
1248,42774922,,Перовская улица,10 к2,12
1249,42774923,,Мастеровая улица,2/6,16
1250,42774924,,Перовская улица,9,5
1251,42774925,,Перовская улица,7 к2,9
1252,42774926,,Перовская улица,4А,4
1253,42774927,,улица Плющева,4,2
1254,42774928,,Перовская улица,6А,3
1255,42806664,,Каланчёвская улица,6/2 с1,4
1256,42806666,,Каланчёвская улица,4/2 с1,5
1257,42922843,Москва,Верхняя Красносельская улица,34,9
1258,42922845,,Большой Краснопрудный тупик,8/12,6
1259,42987755,,Лонгиновская улица,4 к2,5
1260,42987757,,улица Госпитальный Вал,3 к6,12
1261,42987759,Москва,улица Новая Дорога,5,12
1262,42987760,Москва,улица Новая Дорога,3,12
1263,42987761,Москва,улица Новая Дорога,1,12
1264,42987762,Москва,улица Госпитальный Вал,3 к3,12
1265,42987764,,шоссе Энтузиастов,23 к4,4
1266,42987765,,проезд Энтузиастов,17,5
1267,42987767,,проезд Энтузиастов,19А,5
1268,42987770,,проезд Энтузиастов,11,8
1269,42987771,,проезд Энтузиастов,15 к3,3
1270,42987774,,проезд Энтузиастов,15 с74,5
1271,42987775,,,,6
1272,42987778,,проезд Энтузиастов,1А с1,2
1273,42987780,,,,2
1274,42987788,,Боровая улица,8,12
1275,42987790,,улица Госпитальный Вал,3,5
1276,42987791,,Княжекозловский переулок,8/16,5
1277,42987792,,Крюковская улица,23,5
1278,42987793,,Княжекозловский переулок,6,5
1279,42987794,,Крюковская улица,11/17,5
1280,42987798,,Сторожевая улица,18А,9
1281,42987799,,Лонгиновская улица,10,5
1282,42987800,,Ухтомская улица,16 к2,5
1283,42987801,Москва,Ухтомская улица,20,5
1284,42987803,,Ухтомская улица,9,9
1285,42987807,,Боровая улица,10 к2,14
1286,42987810,,улица Госпитальный Вал,5 к11,5
1287,42987811,,улица Госпитальный Вал,5 к13,5
1288,42987816,,Ухтомская улица,3,5
1289,42987817,,Боровая улица,6,16
1290,43129132,,Самокатная улица,1 с21,2
1291,43129133,,Самокатная улица,1 с2,2
1292,43129134,,Самокатная улица,2А,2
1293,43129135,,Самокатная улица,2 с1,2
1294,43129136,,Самокатная улица,2 к1,2
1295,43129139,,Слободской переулок,6А,5
1296,43129140,,Самокатная улица,3/8,5
1297,43129141,,Самокатная улица,3/8 кА,5
1298,43129142,,Самокатная улица,1 с28,2
1299,43129143,,Самокатная улица,1 с1,2
1300,43129145,,Волочаевская улица,2,16
1301,43129147,,Волочаевская улица,4,16
1302,43129148,,Волочаевская улица,6,16
1303,43129149,,Волочаевская улица,8,16
1304,43129150,,Волочаевская улица,3 с2,2
1305,43129151,,Волочаевская улица,12А с1,2
1306,43129152,,Волочаевская улица,10,16
1307,43129153,,Самокатная улица,8,16
1308,43129154,,Самокатная улица,6 к1,16
1309,43129155,,Самокатная улица,6 к2,16
1310,43129156,,Волочаевская улица,12А с1А,2
1311,43129157,,,,1
1312,43129158,,Волочаевская улица,14 к3,16
1313,43129159,,Волочаевская улица,14 к2,16
1314,43129161,,Волочаевская улица,36 с1,5
1315,43129164,,набережная Академика Туполева,вл4 соор1,2
1316,43266501,,Коренная улица,10,12
1317,43266502,,Коренная улица,8 к2,12
1318,43321789,,Большой Полуярославский переулок,7,5
1319,43321795,,Нижняя Сыромятническая улица,10А с1,5
1320,43321797,,Нижняя Сыромятническая улица,5 с3А,7
1321,43321798,,Сыромятнический проезд,4 с2,3
1322,43321800,,Сыромятнический проезд,8 к2,6
1323,43321807,,Волочаевская улица,17А,5
1324,43321808,,Верхний Золоторожский переулок,2,3
1325,43321809,,Волочаевская улица,44,3
1326,43321811,,Волочаевская улица,38А с1,4
1327,43321814,,Волочаевская улица,13,14
1328,43321815,,Таможенный проезд,1/9,5
1329,43513831,Москва,Рязанский проспект,8 с1,5
1330,43513838,Москва,Рязанский проспект,6 к2,6
1331,43513840,Москва,Рязанский проспект,6 к1,4
1332,43684264,,улица Малые Каменщики,18 к4,5
1333,43684265,,улица Малые Каменщики,18 к3,5
1334,43684266,,улица Малые Каменщики,18 к2,5
1335,43684270,,улица Малые Каменщики,18 к1,5
1336,43684271,,улица Большие Каменщики,8,12
1337,43684274,,Краснохолмская набережная,11 с1,6
1338,43684278,,Народная улица,11 с1,8
1339,43684280,,Народная улица,15,8
1340,43684281,,Народная улица,13,9
1341,43684287,,Народная улица,4 с1,7
1342,43684867,,улица Малые Каменщики,16,4
1343,43684868,,улица Малые Каменщики,8,2
1344,43684869,,улица Малые Каменщики,14,14
1345,43684896,,улица Малые Каменщики,4,14
1346,43684898,,Народная улица,9,9
1347,43684899,,Народная улица,7,5
1348,44158269,,Вековая улица,20А с3,1
1349,44158270,,улица Рогожский Вал,6 к2,2
1350,44158271,,Нижегородская улица,1 с1,4
1351,44158272,,Нижегородская улица,1А,8
1352,44158274,,Большой Рогожский переулок,12,16
1353,44158276,,Большая Андроньевская улица,20 с2,1
1354,44158277,,Большой Рогожский переулок,10 с2,1
1355,44158280,,Большая Андроньевская улица,20,12
1356,44158281,,Большая Андроньевская улица,8,6
1357,44158283,,Большая Андроньевская улица,6,4
1358,44158284,,улица Сергия Радонежского,2,10
1359,44158285,,улица Сергия Радонежского,4,10
1360,44715871,,Орликов переулок,5 с1,9
1361,44715873,,улица Маши Порываевой,38,8
1362,44771612,Москва,Нижняя Красносельская улица,5 с7,4
1363,44771613,Москва,Краснопрудная улица,28,3
1364,44771615,Москва,1-й Новый переулок,18/2,2
1365,44771617,Москва,3-й Новый переулок,5,3
1366,44771618,Москва,1-й Новый переулок,7,3
1367,44771619,Москва,Краснопрудная улица,30/34,12
1368,44771625,Москва,Гаврикова улица,3/1,6
1369,44771626,Москва,Гаврикова улица,7/9,3
1370,44771628,Москва,Гаврикова улица,2/38,8
1371,44771629,Москва,Краснопрудная улица,36,6
1372,44771630,Москва,2-й Новый переулок,3-5,5
1373,44771632,,,,2
1374,44771636,Москва,Гаврикова улица,3/1,5
1375,44771640,Москва,Краснопрудная улица,13А,1
1376,44771641,Москва,Краснопрудная улица,13,16
1377,44772647,Москва,Русаковская улица,8 к3,5
1378,44772649,Москва,Леснорядский переулок,10 с2,3
1379,44778323,Москва,Краснопрудная улица,36 с2,3
1380,44778324,Москва,2-й Новый переулок,5,2
1381,44778325,Москва,1-й Новый переулок,1,1
1382,44778326,Москва,Краснопрудная улица,26/1,8
1383,44778327,Москва,Нижняя Красносельская улица,5 с4,3
1384,44778333,Москва,Краснопрудная улица,36 к2,1
1385,45111249,,улица Земляной Вал,1/4 с1,5
1386,45111250,,улица Земляной Вал,3/1 с7,7
1387,45112495,Москва,Саринский проезд,2,9
1388,45129970,,улица Машкова,22 с1,2
1389,45129971,,улица Машкова,28/20 с1,3
1390,45129973,,улица Машкова,26 с1,4
1391,45129974,Москва,улица Машкова,20 с1,2
1392,45129975,,улица Машкова,26 с2,4
1393,45129976,,улица Машкова,24,5
1394,45129978,,улица Покровка,45 с1,6
1395,45129979,,улица Покровка,45 с2,2
1396,45129980,,улица Покровка,45 с4,5
1397,45129981,,улица Покровка,45 с5,5
1398,45129982,,улица Покровка,43А,4
1399,45129983,,улица Покровка,43 с3,3
1400,45129984,,улица Покровка,45 с2,3
1401,45129985,,улица Покровка,43 с2,2
1402,45129986,,улица Покровка,43 с1,2
1403,45129987,,улица Покровка,41 с1,5
1404,45129988,,улица Покровка,39 с1,6
1405,45129989,,улица Покровка,37 с1,10
1406,45129990,,улица Покровка,35/17 с1,6
1407,45129991,,улица Покровка,39 с3,4
1408,45129994,,улица Чаплыгина,15 с5,6
1409,45129995,,улица Покровка,37/15 с4,5
1410,45129997,,улица Машкова,6 с2,3
1411,45129999,,улица Покровка,41 с2,5
1412,45130000,,улица Машкова,6 с1,6
1413,45130001,,улица Покровка,41 с3,7
1414,45130002,,улица Машкова,10 с2,4
1415,45130003,,улица Машкова,10,3
1416,45130004,,улица Машкова,14,6
1417,45130005,,улица Машкова,16,6
1418,45130006,,улица Машкова,18,3
1419,45130007,,улица Машкова,18 с3,2
1420,45130008,,улица Машкова,22,2
1421,45130009,,улица Покровка,43 с7,3
1422,45130010,,улица Покровка,43 с6,4
1423,45130011,,улица Покровка,43 с8,2
1424,45130012,,улица Чаплыгина,17,4
1425,45130015,,улица Машкова,3 с1,2
1426,45130016,,улица Машкова,5 с1,4
1427,45130524,,улица Машкова,9/1,9
1428,45130525,,улица Машкова,11 с1,3
1429,45130526,,улица Машкова,11 с2,3
1430,45130527,,улица Машкова,17,5
1431,45130528,,улица Машкова,21,4
1432,45130530,,Фурманный переулок,18,5
1433,45130532,,Фурманный переулок,20,6
1434,45130533,,Фурманный переулок,16 с3,5
1435,45130534,,Фурманный переулок,16 с1,4
1436,45130543,,улица Машкова,19,2
1437,45130544,,Фурманный переулок,22 с2,4
1438,45243235,Москва,набережная Академика Туполева,15 к3,6
1439,45243236,Москва,набережная Академика Туполева,15 к2,22
1440,45243237,Москва,Краснопрудная улица,18,20
1441,45243241,,Технический переулок,2,16
1442,45243242,Москва,набережная Академика Туполева,15 к1,21
1443,45402013,,Фурманный переулок,15,5
1444,45402019,,Большой Харитоньевский переулок,24 с2,2
1445,45402026,,Большой Харитоньевский переулок,24А,2
1446,45544873,,Энергетическая улица,4,5
1447,45544874,,улица Лефортовский Вал,18А,5
1448,45544875,,улица Лефортовский Вал,16А,7
1449,45544876,,улица Лефортовский Вал,14,4
1450,45544877,Москва,улица Лефортовский Вал,7,5
1451,45545715,,Старая Басманная улица,13 с1,5
1452,45545716,,Старая Басманная улица,15 с2,5
1453,45545717,,Старая Басманная улица,15 с3,2
1454,45748733,,проспект Будённого,18А,4
1455,45767504,,Токмаков переулок,20/31 с1,5
1456,45767508,,Денисовский переулок,13,3
1457,45767509,,Доброслободская улица,6,2
1458,45767510,,Гороховский переулок,14 с2,2
1459,45767511,,Гороховский переулок,18 с2,2
1460,45767512,,Токмаков переулок,14 с3,3
1461,45767513,,улица Казакова,29 с2,5
1462,45767514,,Токмаков переулок,16 с2,5
1463,45767516,,Токмаков переулок,14,2
1464,45767517,,Гороховский переулок,18/20 с1,5
1465,45767518,,Гороховский переулок,14,2
1466,45767520,,Токмаков переулок,10 с3,9
1467,45767826,,Бригадирский переулок,13,2
1468,45767828,,Бауманская улица,57Б,2
1469,45767830,,Старокирочный переулок,16/2 с2,5
1470,45767833,,Доброслободская улица,23,4
1471,45767834,,Большой Демидовский переулок,24,5
1472,45767914,Москва,Семёновская набережная,3/1 к7,11
1473,45778222,,улица Земляной Вал,14-16 с2,2
1474,45778224,,Яковоапостольский переулок,12 с1,6
1475,45779987,,Новая Басманная улица,4-6 с4,5
1476,45780008,,Хомутовский тупик,5А с1,3
1477,45823372,Москва,Новохохловская улица,3,5
1478,45823373,Москва,Нижегородская улица,78 к2,5
1479,45823375,Москва,Новохохловская улица,5Б,5
1480,45823380,Москва,Новохохловская улица,5А,5
1481,45823383,Москва,Новохохловская улица,5,4
1482,45823384,Москва,Нижегородская улица,76 к2,5
1483,45823388,Москва,Нижегородская улица,80 к3,12
1484,45823389,Москва,Нижегородская улица,88 к2,12
1485,45823391,Москва,Нижегородская улица,86А,17
1486,45825822,,улица Лазо,18 к1,12
1487,45825826,,Перовская улица,26 к2,5
1488,45825827,,Перовская улица,26 к3,5
1489,45825828,,улица Лазо,8,4
1490,45825829,,Перовская улица,24Б,5
1491,45825833,,Перовская улица,15,5
1492,45826022,Москва,Нижегородская улица,94 к1,5
1493,45826023,Москва,Нижегородская улица,94 к2,5
1494,45826024,Москва,Нижегородская улица,94 к3,12
1495,45826028,Москва,Нижегородская улица,90 к2,5
1496,45826029,Москва,Нижегородская улица,92 к2,5
1497,45826030,Москва,Нижегородская улица,92 к3,12
1498,45826031,Москва,Нижегородская улица,92 к1,5
1499,45826301,,Перовская улица,47,3
1500,45827891,Москва,Нижегородская улица,104 с1,1
1501,45827897,Москва,Нижегородская улица,104 к2,2
1502,45827902,Москва,Нижегородская улица,106 к1,5
1503,45827904,Москва,Нижегородская улица,106 к2,5
1504,45827906,Москва,Нижегородская улица,106 к3,5
1505,45827924,Москва,Нижегородская улица,98,4
1506,45829272,Москва,Новохохловская улица,4,12
1507,45829285,Москва,Нижегородская улица,56А,12
1508,45829289,Москва,Нижегородская улица,70 к1,12
1509,45829292,Москва,Нижегородская улица,52,10
1510,45829293,Москва,Нижегородская улица,54,9
1511,45829297,Москва,Нижегородская улица,56,5
1512,45831268,,улица Казакова,17А,6
1513,45831269,,Гороховский переулок,12 с1,2
1514,45831270,,улица Казакова,23 с1,2
1515,45831272,,улица Казакова,27,8
1516,45831274,,улица Казакова,25 к4,5
1517,45831275,,Малый Демидовский переулок,3,8
1518,45831276,,улица Казакова,17/1 с1,5
1519,45831280,,Гороховский переулок,6/1 с2,2
1520,45831281,,Гороховский переулок,6/1 с1,2
1521,45831282,,Гороховский переулок,8,12
1522,45831329,,Бригадирский переулок,4А,2
1523,45831332,,Бригадирский переулок,6,3
1524,45831335,,Новокирочный переулок,5,2
1525,45831336,,Большой Демидовский переулок,17/1,3
1526,45831365,,Бауманская улица,70 с1,1
1527,45831441,,улица Радио,17 к10,3
1528,45831444,,Бригадирский переулок,3-5,12
1529,45831445,,Бригадирский переулок,1/13,3
1530,45831446,,улица Радио,17 к11А,5
1531,45831628,,Денисовский переулок,24,2
1532,45831629,,Большой Демидовский переулок,10/28,3
1533,45831631,,Большой Демидовский переулок,14,2
1534,45831773,Москва,Семёновская площадь,4,5
1535,45831774,,Семёновская площадь,2,3
1536,45831775,Москва,Измайловское шоссе,3,3
1537,45831960,,Большая Семёновская улица,45,4
1538,45831961,,Большая Семёновская улица,49 с9,2
1539,45831962,,Измайловское шоссе,6,25
1540,45832121,,Вольная улица,5 к1,9
1541,45832123,,Измайловское шоссе,20,12
1542,45832124,,Измайловское шоссе,22А,3
1543,45832125,,Большая Семёновская улица,50,2
1544,45834958,Москва,Новохохловская улица,17 с1,3
1545,45875667,,Крестьянский тупик,14-16,5
1546,45875672,Москва,Воронцовская улица,44,9
1547,45875673,Москва,Воронцовская улица,46,9
1548,45895080,,улица Михайлова,4,5
1549,45895085,,улица Михайлова,6,5
1550,45895086,,улица Михайлова,8,9
1551,45895087,,улица Михайлова,8 к1,1
1552,45895089,,улица Михайлова,10,5
1553,45895095,Москва,улица Михайлова,12 к1,5
1554,45895098,Москва,улица Михайлова,15 к2,5
1555,45895100,Москва,улица Михайлова,15 к1,5
1556,45895103,Москва,улица Михайлова,19,5
1557,45895104,Москва,улица Михайлова,16,5
1558,45895106,Москва,улица Михайлова,14,5
1559,45895111,Москва,улица Михайлова,18 к1,5
1560,45895115,,улица Михайлова,18 к2,12
1561,45895117,,Рязанский проспект,49 к2,5
1562,45895118,,Рязанский проспект,47 к2,5
1563,45895125,,Рязанский проспект,47 к3,5
1564,45895144,,улица Михайлова,12 к2,2
1565,45895209,,Рязанский проспект,45 к4,14
1566,45895214,,улица Михайлова,8А,2
1567,45895215,,улица Михайлова,11,5
1568,45895216,,улица Михайлова,13,5
1569,45895217,,Шатурская улица,10,12
1570,45895221,,улица Михайлова,9,5
1571,45895222,,Шатурская улица,8,12
1572,45895235,,улица Михайлова,7,5
1573,45895242,,улица Михайлова,5,5
1574,45895261,Москва,улица Коновалова,7,9
1575,45895290,,улица Коновалова,10,5
1576,45895308,Москва,Зарайская улица,26,16
1577,45895309,,улица Маёвок,1 к2,14
1578,45895310,,улица Маёвок,1 к3,14
1579,45895315,Москва,Зарайская улица,24,2
1580,45895317,,Шатурская улица,1,5
1581,45895322,Москва,улица Коновалова,16,5
1582,45895352,,улица Коновалова,14,2
1583,45895355,,улица Коновалова,16А,15
1584,45895366,,1-й Казанский просек,2,17
1585,45895379,,,,1
1586,45895392,,1-й Казанский просек,1,1
1587,45895436,Москва,улица Коновалова,20 к1,12
1588,45895440,Москва,Зарайская улица,16,9
1589,45895442,Москва,Зарайская улица,22,2
1590,45895455,Москва,Зарайская улица,15,5
1591,45895468,Москва,Зарайская улица,17,9
1592,45895473,Москва,Зарайская улица,19,14
1593,45895475,Москва,Зарайская улица,25 к2,12
1594,45895478,Москва,Зарайская улица,21,2
1595,45895496,Москва,Зарайская улица,27,9
1596,45895516,Москва,Зарайская улица,33 к2,2
1597,45895523,,Шатурская улица,35,2
1598,45896070,,Рязанский проспект,39 с1,4
1599,45896106,,улица Коновалова,4А,2
1600,45897098,,Рязанский проспект,27,5
1601,45897118,,Орехово-Зуевский проезд,6,5
1602,45897132,,Рязанский проспект,31,5
1603,45897150,,Рязанский проспект,35,5
1604,45897151,,Рязанский проспект,37,5
1605,45897173,,Бронницкая улица,2/6,5
1606,45897176,,Бронницкая улица,4,5
1607,45897219,,Чистопольская улица,5 к1,2
1608,45897221,,Чистопольская улица,,2
1609,45897222,,Бронницкая улица,8/9,3
1610,45897232,,Орехово-Зуевский проезд,20,5
1611,45897248,,Орехово-Зуевский проезд,20А с1,1
1612,45897252,,Орехово-Зуевский проезд,20А с3,1
1613,45897254,,Орехово-Зуевский проезд,22,5
1614,45897297,,Орехово-Зуевский проезд,24,2
1615,45897298,,Чистопольская улица,2 к3,5
1616,45897303,,Бронницкая улица,12,5
1617,45897309,,Орехово-Зуевский проезд,26,5
1618,45897317,,Орехово-Зуевский проезд,28,5
1619,45897337,,Рязанский проспект,17,5
1620,45897338,,Орехово-Зуевский проезд,2,5
1621,45897342,,Рязанский проспект,15 к1,5
1622,45897343,,Рязанский проспект,15 к2,5
1623,45899755,Москва,Нижегородская улица,58 к3,6
1624,45900441,Москва,улица Верхняя Хохловка,2,4
1625,45900442,Москва,Нижегородская улица,33 с15,5
1626,45900448,Москва,Нижегородская улица,29-33 с2,6
1627,45900449,Москва,Нижегородская улица,31,7
1628,45900451,Москва,Нижегородская улица,33,5
1629,45901760,Москва,улица Верхняя Хохловка,39/47,9
1630,45901763,Москва,Нижегородская улица,83,5
1631,45901765,Москва,улица Верхняя Хохловка,33,5
1632,45901769,Москва,Нижегородская улица,83А,5
1633,45901770,Москва,Нижегородская улица,71,5
1634,45901771,Москва,Нижегородская улица,73,5
1635,45901772,Москва,Нижегородская улица,65,5
1636,45901774,Москва,Нижегородская улица,61,9
1637,45901776,Москва,Нижегородская улица,51А,9
1638,45901777,Москва,Нижегородская улица,49А,9
1639,45901778,Москва,Нижегородская улица,53,9
1640,45901779,Москва,Нижегородская улица,55А,9
1641,45901780,Москва,Нижегородская улица,59,9
1642,45901781,Москва,Нижегородская улица,49,2
1643,46208344,Москва,улица Коновалова,18,5
1644,46522046,,Авиамоторная улица,7,4
1645,46522047,Москва,Мининский переулок,4/6,5
1646,46522048,,Ухтомская улица,19,5
1647,46522049,,Ухтомская улица,15,5
1648,46522050,,Ухтомская улица,17,5
1649,46661628,,Переведеновский переулок,13 с15,2
1650,46833460,,улица Госпитальный Вал,3 к7,14
1651,46833461,Москва,улица Госпитальный Вал,3 к4,14
1652,46922224,Москва,шоссе Энтузиастов,12 к2,5
1653,46932314,Москва,Рязанский проспект,5,16
1654,47067455,,улица Госпитальный Вал,5 с19А,5
1655,47067456,Москва,Гольяновская улица,6,5
1656,47067457,,улица Госпитальный Вал,5 с20,2
1657,47067458,Москва,улица Госпитальный Вал,5 к8,14
1658,47067459,Москва,Гольяновская улица,2 с1,2
1659,47067460,Москва,улица Госпитальный Вал,5 к17,5
1660,47067461,,улица Госпитальный Вал,5 к18,10
1661,47067462,,улица Госпитальный Вал,5 к18,10
1662,47067463,,улица Госпитальный Вал,5 к18,12
1663,47067464,,улица Госпитальный Вал,5 к10,5
1664,47067465,Москва,улица Госпитальный Вал,5 к15,5
1665,47067466,Москва,улица Госпитальный Вал,5 к16,5
1666,47068599,,Гольяновская улица,4 с1,1
1667,47069080,,Гольяновская улица,4А,2
1668,47120925,,Перовская улица,38 к1,5
1669,47120926,,Перовская улица,36 к2,5
1670,47120927,,Перовская улица,42 к1,5
1671,47120928,,Перовская улица,42 к2,5
1672,47192042,Москва,Товарищеский переулок,7 с1,5
1673,47237556,,4-й Сыромятнический переулок,1 с1,3
1674,47238924,Москва,Елизаветинский переулок,6 с1,6
1675,47238927,,улица Казакова,18-20 с1,5
1676,47241543,,набережная Академика Туполева,15 к25,1
1677,47241545,,набережная Академика Туполева,15 к12,3
1678,47241547,,набережная Академика Туполева,15 к23,2
1679,47241550,,улица Радио,14 с1,2
1680,47294884,Москва,Абельмановская улица,5,6
1681,47294885,Москва,улица Талалихина,2/1 к4,7
1682,47294886,Москва,Абельмановская улица,3,6
1683,47294888,Москва,Брошевский переулок,8,14
1684,47325113,,Большой Факельный переулок,2/22,7
1685,47325167,Москва,Большой Факельный переулок,6/12,4
1686,47325280,,улица Александра Солженицына,14 к1,5
1687,47325379,Москва,Большой Факельный переулок,8,3
1688,47348122,,Товарищеский переулок,13,5
1689,47451539,Москва,шоссе Энтузиастов,62,8
1690,47451540,Москва,2-я Владимирская улица,2,6
1691,47484471,Москва,Воронцовская улица,25 с3,5
1692,47484543,,Воронцовская улица,30 с1,8
1693,47484544,,Воронцовская улица,36 с1,7
1694,47484682,,Воронцовская улица,32 с1,7
1695,47484683,,Воронцовская улица,34 с1,8
1696,47486196,Москва,Воронцовская улица,27/35 с1,8
1697,47486197,,Воронцовская улица,25 с1,6
1698,47486198,Москва,Воронцовская улица,26,9
1699,47486248,,Воронцовская улица,40,9
1700,47486250,,Лавров переулок,6 с1,2
1701,47486371,Москва,Брошевский переулок,6 с1,14
1702,47486372,Москва,Брошевский переулок,4,14
1703,47486389,,Марксистская улица,22 с1,8
1704,47494172,Москва,Стройковская улица,19/2,5
1705,47494173,Москва,Качалинская улица,9,9
1706,47494174,Москва,Иерусалимская улица,9,9
1707,47494176,Москва,Волгоградский проспект,9 с1,9
1708,47494177,Москва,Абельмановская улица,4 с1,4
1709,47512683,,улица Гвоздева,7/4 с2,1
1710,47516537,Москва,Воронцовская улица,24/6 с2,5
1711,47571963,Москва,Воронцовская улица,24/6 с1,7
1712,47571964,Москва,Воронцовская улица,22,9
1713,47571969,Москва,Воронцовская улица,19А с1,3
1714,47571970,Москва,Воронцовская улица,19Б,5
1715,47572008,,Динамовская улица,10 к1,5
1716,47572009,,Крестьянский тупик,16 с1,2
1717,47572010,,Динамовская улица,8,2
1718,47572141,Москва,Воронцовская улица,13/14 с3,5
1719,47572142,Москва,Марксистская улица,10 с1,4
1720,47572143,Москва,Воронцовская улица,13/14 с4,3
1721,47572146,Москва,Марксистская улица,4 с1,4
1722,47572148,,Лавров переулок,9,5
1723,47572150,,Воронцовская улица,6 с1,2
1724,47572154,Москва,улица Большие Каменщики,9 сС,4
1725,47572180,Москва,переулок Маяковского,2,5
1726,47572181,Москва,переулок Маяковского,3,5
1727,47572182,Москва,Таганская улица,24 с4,5
1728,47572183,Москва,Таганская улица,24 с5,5
1729,47625603,Москва,Марксистская улица,16,6
1730,47625604,Москва,Воронцовская улица,15/10 с7,2
1731,47625605,Москва,Марксистская улица,20 с8,3
1732,47626378,Москва,Марксистская улица,18/8 с1,3
1733,47626380,Москва,Марксистская улица,14/16 с1,3
1734,47626381,Москва,Воронцовская улица,15/10 с4,1
1735,47626383,,Воронцовская улица,4 с1,2
1736,47626385,Москва,Воронцовская улица,5 с1,2
1737,47626951,,Новоспасский переулок,3 к1,10
1738,47713124,,Старая Басманная улица,7 с1,3
1739,47713125,,Садовая-Черногрязская улица,13/3 с1,7
1740,47713738,,Садовая-Черногрязская улица,13/3 с1,7
1741,47713739,,Садовая-Черногрязская улица,13/3 к1,4
1742,47713740,,Старая Басманная улица,5 с1,4
1743,47713741,,Старая Басманная улица,7 с2,4
1744,47713743,,Старая Басманная улица,9 к1,9
1745,47713744,,Старая Басманная улица,9 к2,10
1746,47713745,,Старая Басманная улица,9 с3,1
1747,48133747,,Переведеновский переулок,12,9
1748,48133748,,Переведеновский переулок,13 с3,1
1749,48133751,,Бакунинская улица,24,2
1750,48133943,,Бакунинская улица,55 с4,4
1751,48133944,,Переведеновский переулок,14,2
1752,48164662,Москва,Переведеновский переулок,13 с1,9
1753,48165098,,Бауманская улица,33/2,2
1754,48217951,,Переведеновский переулок,6 с3,4
1755,48239552,,Центросоюзный переулок,8/9,16
1756,48239574,,Переведеновский переулок,11 с1,4
1757,48274406,,Бакунинская улица,14,2
1758,48274534,,Бакунинская улица,10-12 с5,3
1759,48274755,,Бауманская улица,33/2 с1,4
1760,48295390,,Бакунинская улица,8,7
1761,48346028,Москва,Шлюзовая набережная,18,2
1762,48346144,Москва,Кожевническая улица,26 к1,3
1763,48346147,Москва,Кожевническая улица,26,4
1764,48346403,Москва,Саринский проезд,13 с5,2
1765,48346415,,Крестьянская площадь,2А,2
1766,48648093,,Красносельский тупик,5,5
1767,48700740,,улица Семёновский Вал,10 к3,5
1768,48700743,Москва,Большая Семёновская улица,28,2
1769,48700745,,Большая Семёновская улица,32 с1,7
1770,48700747,,улица Семёновский Вал,10 к2,5
1771,48700748,,улица Семёновский Вал,10 к1,5
1772,48700749,,улица Семёновский Вал,12,9
1773,48719859,,Электродная улица,4А,3
1774,48868515,,Перовская улица,32 с1,1
1775,48868516,,улица Лазо,1,2
1776,48892974,,улица Госпитальный Вал,3А,3
1777,48892980,,улица Госпитальный Вал,1А с1,5
1778,48892981,,улица Госпитальный Вал,14/1,2
1779,48892987,,улица Госпитальный Вал,4,5
1780,48894240,,Бакунинская улица,15,2
1781,48894291,,Бакунинская улица,7 с7,2
1782,48895200,,Госпитальная площадь,1-3 с1А,9
1783,48895201,,Госпитальная площадь,3А с1,5
1784,48895202,,Госпитальная площадь,3А с2,5
1785,48899466,,,,12
1786,48899467,,Гольяновский проезд,3/5,2
1787,48899468,,Семёновская набережная,2/1 с1,10
1788,48899469,Москва,Семёновская набережная,2/1,10
1789,48899470,Москва,Семёновская набережная,2/1 с2,10
1790,48899471,,Гольяновская улица,1А,2
1791,48899473,,Гольяновская улица,1Б,12
1792,48899474,,Гольяновская улица,3А к3,4
1793,48899476,,Гольяновская улица,3А к2,6
