index,id,levels,lat,lon
394,27563736,4,55.7264241,37.6709479
395,27563736,4,55.726316,37.671015
396,27566774,4,55.7577411,37.6582314
397,27566774,4,55.7578014,37.6582344
398,27566774,4,55.7581187,37.6582518
399,27566774,4,55.7581187,37.6583118
400,27566774,4,55.7581912,37.6583118
401,27566774,4,55.7581912,37.6584481
402,27566774,4,55.7582588,37.6584492
403,27566774,4,55.7582636,37.6590157
404,27566774,4,55.7582247,37.6591005
405,27566774,4,55.7572984,37.6595479
406,27566774,4,55.7572576,37.6595666
407,27566774,4,55.7572163,37.6595856
408,27566774,4,55.7563774,37.6599989
409,27566774,4,55.756325,37.6599549
410,27566774,4,55.756201,37.6589985
411,27566774,4,55.756319,37.658939
412,27566774,4,55.7563957,37.6588958
413,27566774,4,55.7564706,37.6588006
414,27566774,4,55.7564973,37.6587426
415,27566774,4,55.7565368,37.6586491
416,27566774,4,55.7565664,37.658505
417,27566774,4,55.7565747,37.6582864
418,27566774,4,55.7565781,37.6581856
419,27566774,4,55.7570123,37.6583982
420,27566774,4,55.7570236,37.658354
421,27566774,4,55.7570446,37.6583139
422,27566774,4,55.7570733,37.6582903
423,27566774,4,55.7571062,37.658281
424,27566774,4,55.7571411,37.658289
425,27566774,4,55.7571756,37.6583084
426,27566774,4,55.7572079,37.6583429
427,27566774,4,55.7572315,37.6583889
428,27566774,4,55.7572445,37.6584403
429,27566774,4,55.7574414,37.6584085
430,27566774,4,55.7576665,37.6583447
431,27566774,4,55.7576667,37.6583082
432,27566774,4,55.7577405,37.6583058
433,27566774,4,55.7577411,37.6582314
434,27575641,5,55.7296416,37.67043
435,27575641,5,55.7293372,37.6706433
436,27575641,5,55.7293866,37.6708659
437,27575641,5,55.7295477,37.670753
438,27575641,5,55.7295537,37.6707488
439,27575641,5,55.7296911,37.6706525
440,27575641,5,55.7296416,37.67043
441,27575712,12,55.7288819,37.674665
442,27575712,12,55.7288036,37.6748131
443,27575712,12,55.7283636,37.6740793
444,27575712,12,55.728442,37.6739312
445,27575712,12,55.7288819,37.674665
446,27575787,6,55.7270126,37.6689211
447,27575787,6,55.7270256,37.6691686
448,27575787,6,55.7270131,37.6691742
449,27575787,6,55.7270188,37.6693101
450,27575787,6,55.7269779,37.6694639
451,27575787,6,55.7265932,37.6697623
452,27575787,6,55.7265633,37.6696114
453,27575787,6,55.7268922,37.6693524
454,27575787,6,55.7269352,37.6692492
455,27575787,6,55.7269196,37.6689273
456,27575787,6,55.7270126,37.6689211
457,27576034,6,55.7716917,37.6548559
458,27576034,6,55.7712763,37.6550294
459,27576034,6,55.7712851,37.6557836
460,27576034,6,55.7713477,37.6557825
461,27576034,6,55.7714341,37.6557835
462,27576034,6,55.7714276,37.6552331
463,27576034,6,55.7717098,37.6551104
464,27576034,6,55.7716931,37.6548756
465,27576034,6,55.7716917,37.6548559
466,27576037,3,55.7719653,37.6558542
467,27576037,3,55.771993,37.656248
468,27576037,3,55.7718626,37.656277
469,27576037,3,55.7718519,37.6561247
470,27576037,3,55.7718283,37.6561299
471,27576037,3,55.7718212,37.6560294
472,27576037,3,55.7718464,37.6560238
473,27576037,3,55.7718321,37.6558211
474,27576037,3,55.7719343,37.6557983
475,27576037,3,55.7719387,37.6558601
476,27576037,3,55.7719653,37.6558542
477,27577538,2,55.7310631,37.6711331
478,27577538,2,55.7307695,37.6705844
479,27577538,2,55.7310945,37.6700358
480,27577538,2,55.7311924,37.6702188
481,27577538,2,55.7311385,37.6703097
482,27577538,2,55.7312322,37.6704848
483,27577538,2,55.7312527,37.6704502
484,27577538,2,55.7312962,37.6705316
485,27577538,2,55.7312943,37.6706299
486,27577538,2,55.7312516,37.670702
487,27577538,2,55.731226,37.6706542
488,27577538,2,55.7310933,37.670878
489,27577538,2,55.7311507,37.6709853
490,27577538,2,55.7310631,37.6711331
491,27660186,6,55.7270181,37.7602433
492,27660186,6,55.7267859,37.7599917
493,27660186,6,55.7261226,37.7619217
494,27660186,6,55.72621,37.7620165
495,27660186,6,55.7262998,37.7621138
496,27660186,6,55.7263671,37.761918
497,27660186,6,55.7262745,37.7618176
498,27660186,6,55.7268153,37.7602441
499,27660186,6,55.7269629,37.7604039
500,27660186,6,55.7270181,37.7602433
501,27660194,5,55.7276676,37.7594545
502,27660194,5,55.7275883,37.7596778
503,27660194,5,55.7275311,37.75961
504,27660194,5,55.7275447,37.7595775
505,27660194,5,55.7271983,37.7591798
506,27660194,5,55.7270816,37.7594952
507,27660194,5,55.7271134,37.7595334
508,27660194,5,55.7270754,37.7596405
509,27660194,5,55.7269527,37.759503
510,27660194,5,55.7271686,37.7588953
511,27660194,5,55.7276676,37.7594545
512,27705815,8,55.7572839,37.6554443
513,27705815,8,55.7572865,37.6562215
